LocationId,CityId,Longitude,Latitude,LocationName,TimeZone,LocationActive,CreatedAt_x,ModifiedAt_x,StateId,CityName,SubLocationId,SubLocationTyId,SubLocationName,SubLocationActive,CreatedAt_y,ModifiedAt_y
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,C7397134-6D3F-4FB3-34A8-08DC43941E6D,AB7D11A8-2F18-44CF-449B-08DC43939793,Comedor 1,1,2024-03-13 19:31:02.5444210,2024-03-13 19:31:02.5444210
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,271DC565-7852-4372-34A9-08DC43941E6D,504235CA-6D9A-42F5-449C-08DC43939793,Cocina 1,1,2024-03-13 19:32:01.2323636,2024-03-13 19:32:01.2323636
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,A643E277-B0F6-49DB-34AA-08DC43941E6D,C60279C4-892E-4722-4498-08DC43939793,Cuarto de conservación 1,1,2024-03-13 19:32:19.3366384,2024-03-13 19:32:19.3366384
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,7A6F2526-8BD4-4589-34AB-08DC43941E6D,4B4F2D88-0068-4168-4499-08DC43939793,Cuarto de congelación 1,1,2024-03-13 19:32:30.6785769,2024-03-13 19:32:30.6785769
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,FC229865-D43A-4F2E-34AC-08DC43941E6D,E8C9C0D8-D1FE-43D7-449A-08DC43939793,Cuarto de Máquinas,1,2024-03-13 19:32:42.2698376,2024-03-13 19:32:42.2698376
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,DF7A5A54-7E50-4FF5-34AD-08DC43941E6D,FF7305F1-5C6D-4D97-449D-08DC43939793,PlayLand 1,1,2024-03-13 19:32:53.7132488,2024-03-13 19:32:53.7132488
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,69B4FB6D-4CA4-4F12-5071-08DC48553496,14792C61-90B0-42AB-A882-08DC48551DA6,Almacén de secos,1,2024-03-19 20:43:17.1610090,2024-03-19 20:43:17.1610090
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,8F75A203-C4D7-4AF2-5072-08DC48553496,83C0E3BD-89D9-40A2-A883-08DC48551DA6,Pasillo de servicio 2,1,2024-03-19 20:46:32.7471420,2024-03-19 20:46:32.7471420
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,AEB76457-F970-4BA8-5073-08DC48553496,A1B60972-7931-4277-A884-08DC48551DA6,Azotea 1,1,2024-03-19 20:47:54.1215680,2024-03-19 20:47:54.1215680
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,65DD770A-9C84-4B1F-6C3B-08DC84AC8408,05C9E34D-7ED7-408B-6B12-08DC84AC71AC,Cuarto de gerencia 1,1,2024-06-04 15:39:26.5041022,2024-06-04 15:39:26.5041022
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,726CEE82-5571-4AB0-6C3C-08DC84AC8408,980F3D05-4C1F-458E-6B13-08DC84AC71AC,Máquina de sodas 1,1,2024-06-04 16:01:19.5483952,2024-06-04 16:01:19.5483952
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,B6298C92-209A-4D02-6C3D-08DC84AC8408,6EECD20E-FEC8-4CE9-6B14-08DC84AC71AC,Luminarias exteriores 1,1,2024-06-04 16:08:26.0828952,2024-06-04 16:08:26.0828952
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,92C99E35-F7FE-4DB0-6959-08DCE70F95F8,045CD9EE-0BE8-42D2-0B52-08DCE6F099CF,Mostrador,1,2024-10-07 20:35:30.6561710,2024-10-07 20:35:30.6561710
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,7FE96F21-5B8A-4FCE-695A-08DCE70F95F8,43BFEB0D-3995-42D4-0B53-08DCE6F099CF,Cuarto de empleados,1,2024-10-07 20:36:23.9306251,2024-10-07 20:36:23.9306251
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,4AB569E5-F21C-43BA-695B-08DCE70F95F8,4646C795-4647-43BD-0B54-08DCE6F099CF,Comedor doble altura,1,2024-10-07 20:36:42.9557422,2024-10-07 20:36:42.9557422
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,1E1B9B96-7DA3-4099-695C-08DCE70F95F8,CAE54885-B4B8-424B-0B55-08DCE6F099CF,Delivery,1,2024-10-07 20:36:59.6793005,2024-10-07 20:36:59.6793005
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,252BDB7B-2171-4F42-695D-08DCE70F95F8,E1553586-BA68-43BD-0B56-08DCE6F099CF,Wash,1,2024-10-07 20:37:08.6143007,2024-10-07 20:37:08.6143007
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,04ADD28D-1473-4372-3019-08DD47A4A871,E8C9C0D8-D1FE-43D7-449A-08DC43939793,Cuarto de Máquinas,1,2025-02-07 18:24:28.2681591,2025-02-07 18:24:28.2681591
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,30D4BF63-F22E-4927-301A-08DD47A4A871,E8C9C0D8-D1FE-43D7-449A-08DC43939793,Cuarto de Máquinas,1,2025-02-07 18:58:18.1287374,2025-02-07 18:58:18.1287374
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,35166F89-10F1-4F0E-301D-08DD47A4A871,4B4F2D88-0068-4168-4499-08DC43939793,Cuarto de congelación,1,2025-02-10 17:45:20.3739589,2025-02-10 17:45:20.3739589
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,67299D39-5F1D-4BED-301E-08DD47A4A871,4B4F2D88-0068-4168-4499-08DC43939793,Cuarto de congelación,1,2025-02-10 17:46:50.9632390,2025-02-10 17:46:50.9632390
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,0CE5150A-69A0-4D2E-3021-08DD47A4A871,E8C9C0D8-D1FE-43D7-449A-08DC43939793,Cuarto de Máquinas,1,2025-02-10 21:47:08.5985505,2025-02-10 21:47:08.5985505
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,D06776F8-676D-41DF-15D6-08DD4AD02859,FF7305F1-5C6D-4D97-449D-08DC43939793,Playland,1,2025-02-11 19:13:24.7168373,2025-02-11 19:13:24.7168373
3D88CBEA-06B9-4463-13B3-08DC43934FB8,761AC964-F254-4E4B-0865-08DC439261D4,-106.110813311255,28.6222539064766,Juventud,America/Chihuahua,1,2024-03-13 19:25:15.7995493,2024-03-13 19:25:15.7995493,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,2C07810A-07DC-4B05-0937-08DD8276076F,73C7AD34-FAA6-4134-A0CA-08DD8275FD07,Baños,1,2025-04-23 14:49:19.9061275,2025-04-23 14:49:19.9061275
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,F44C099A-CE5B-45FB-D9AD-08DD3FEE69C9,AB7D11A8-2F18-44CF-449B-08DC43939793,Comedor,1,2025-01-28 22:52:16.6261343,2025-01-28 22:52:16.6261343
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,B7B4AF07-1232-4DB3-D9AE-08DD3FEE69C9,504235CA-6D9A-42F5-449C-08DC43939793,Cocina,1,2025-01-28 22:52:31.4421600,2025-01-28 22:52:31.4421600
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,4A2E17C3-F395-4301-D9AF-08DD3FEE69C9,045CD9EE-0BE8-42D2-0B52-08DCE6F099CF,Mostrador,1,2025-01-28 22:53:20.4821285,2025-01-28 22:53:20.4821285
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,AD6DE015-580E-47E8-D9B0-08DD3FEE69C9,CAE54885-B4B8-424B-0B55-08DCE6F099CF,Delivery,1,2025-01-28 22:53:45.7776215,2025-01-28 22:53:45.7776215
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,68C7ECB8-B78C-4341-D9B1-08DD3FEE69C9,05C9E34D-7ED7-408B-6B12-08DC84AC71AC,Gerencia,1,2025-01-28 22:55:39.5411098,2025-01-28 22:55:39.5411098
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,71871601-90A1-43B2-D9B2-08DD3FEE69C9,4646C795-4647-43BD-0B54-08DCE6F099CF,Comedor doble altura,1,2025-01-28 22:57:24.9029316,2025-01-28 22:57:24.9029316
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,6F4C0385-9664-4CAC-D9B3-08DD3FEE69C9,43BFEB0D-3995-42D4-0B53-08DCE6F099CF,Cuarto de empleados,1,2025-01-28 22:57:49.6275979,2025-01-28 22:57:49.6275979
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,F130E155-AA8E-44C0-D9B4-08DD3FEE69C9,980F3D05-4C1F-458E-6B13-08DC84AC71AC,Máquina de sodas,1,2025-01-28 23:00:27.4282670,2025-01-28 23:00:27.4282670
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,3F4796AF-065F-434E-D9B5-08DD3FEE69C9,E1553586-BA68-43BD-0B56-08DCE6F099CF,Wash,1,2025-01-31 16:20:50.1706539,2025-01-31 16:20:50.1706539
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,2D82CB0C-1C37-4598-D9B6-08DD3FEE69C9,14792C61-90B0-42AB-A882-08DC48551DA6,Almacén de secos,1,2025-01-31 16:32:32.8522372,2025-01-31 16:32:32.8522372
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,EE9A0AD1-194D-4E62-D9CA-08DD3FEE69C9,FF7305F1-5C6D-4D97-449D-08DC43939793,Playland,1,2025-02-05 20:57:39.2264205,2025-02-05 20:57:39.2264205
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,A68735AC-C156-404B-9C0D-08DD462E560B,4B4F2D88-0068-4168-4499-08DC43939793,Cuarto de congelación,1,2025-02-05 21:44:58.2631264,2025-02-05 21:44:58.2631264
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,2A53B338-BD72-4636-9C0E-08DD462E560B,C60279C4-892E-4722-4498-08DC43939793,Cuarto de conservación,1,2025-02-05 21:45:18.9916878,2025-02-05 21:45:18.9916878
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,BAB5B800-B13B-44A4-301B-08DD47A4A871,E8C9C0D8-D1FE-43D7-449A-08DC43939793,Cuarto de Máquinas,1,2025-02-07 18:59:50.9009000,2025-02-07 18:59:50.9009000
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,7126C221-E070-4FC5-32B6-08DD78718817,6EECD20E-FEC8-4CE9-6B14-08DC84AC71AC,Luminarias exteriores,1,2025-04-10 20:51:56.6447751,2025-04-10 20:51:56.6447751
1A37FA41-9850-4CE5-A2E7-08DD3FD912C4,761AC964-F254-4E4B-0865-08DC439261D4,-106.101751327515,28.6583055851941,Américas,America/Chihuahua,1,2025-01-28 20:19:31.2113749,2025-01-28 20:19:31.2113749,E30541D0-B009-4D73-E19A-08DC43924EB2,Chihuahua,CA71BBE9-CCC5-40F1-0938-08DD8276076F,73C7AD34-FAA6-4134-A0CA-08DD8275FD07,Baños,1,2025-04-23 17:28:52.7485990,2025-04-23 17:28:52.7485990
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,BBA59657-F9DB-4325-D9B7-08DD3FEE69C9,AB7D11A8-2F18-44CF-449B-08DC43939793,Comedor,1,2025-02-04 15:57:09.6215176,2025-02-04 15:57:09.6215176
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,1BA08890-9274-44C8-D9B8-08DD3FEE69C9,504235CA-6D9A-42F5-449C-08DC43939793,Cocina,1,2025-02-04 15:57:20.0575215,2025-02-04 15:57:20.0575215
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,F6577B0D-E5F4-432A-D9B9-08DD3FEE69C9,045CD9EE-0BE8-42D2-0B52-08DCE6F099CF,Mostrador,1,2025-02-04 15:57:40.8570518,2025-02-04 15:57:40.8570518
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,21C065BA-5134-4EBC-D9BA-08DD3FEE69C9,CAE54885-B4B8-424B-0B55-08DCE6F099CF,Delivery,1,2025-02-04 15:58:41.4515474,2025-02-04 15:58:41.4515474
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,B02CC621-B563-4A0A-D9BB-08DD3FEE69C9,05C9E34D-7ED7-408B-6B12-08DC84AC71AC,Gerencia,1,2025-02-04 15:59:00.0541735,2025-02-04 15:59:00.0541735
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,96AE0B51-D040-4F71-D9BC-08DD3FEE69C9,43BFEB0D-3995-42D4-0B53-08DCE6F099CF,Cuarto de empleados,1,2025-02-04 16:02:37.7132349,2025-02-04 16:02:37.7132349
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,E21D79D6-1696-4F62-D9BD-08DD3FEE69C9,980F3D05-4C1F-458E-6B13-08DC84AC71AC,Máquina de sodas,1,2025-02-04 16:03:35.1513867,2025-02-04 16:03:35.1513867
82860544-B9C3-403C-A2E8-08DD3FD912C4,5A5E32BC-B4B6-4496-DD37-08DD421CD4D1,-106.424073,31.7175107,Tecnológico,America/Mexico_City,1,2025-01-31 17:31:51.3873075,2025-01-31 17:31:51.3873075,E30541D0-B009-4D73-E19A-08DC43924EB2,Juárez,E0BBF1AE-2783-4EFA-D9BE-08DD3FEE69C9,E1553586-BA68-43BD-0B56-08DCE6F099CF,Wash,1,2025-02-04 16:03:46.9272046,2025-02-04 16:03:46.9272046
